neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_capped,log_price_capped,euclid_distance_manhattan
Manhattan,Hell's Kitchen,0.5523379201752855,-0.7042735042734939,Private room,51,1.0,0.782608695652174,-0.15846994535519124,1,0.1894273127753304,51.0,3.9318256327243257,0.03535834979181658
Manhattan,Washington Heights,1.4829876086807683,0.31495726495730453,Private room,65,-0.25,1.9130434782608696,0.48087431693989074,2,1.2819383259911894,65.0,4.174387269895637,0.04782407970886079
Brooklyn,Clinton Hill,-0.542479633052754,-0.17200854700847076,Private room,105,-0.25,4.3478260869565215,0.10928961748633884,1,1.1409691629955947,105.0,4.653960350157523,0.10747292310159248
Manhattan,East Village,0.07119874032991276,-0.690598290598192,Entire home/apt,190,0.5,0.6956521739130435,-0.28415300546448086,1,0.788546255506608,190.0,5.247024072160486,0.0662439167018432
Manhattan,Upper East Side,0.6239474224686736,0.10918803418806501,Private room,200,-0.5,5.956521739130435,0.4262295081967213,1,1.2202643171806167,200.0,5.298317366548036,0.0273008223319316
Queens,Woodside,0.37379338673235823,1.1185897435897212,Private room,70,6.75,0.8695652173913043,-0.27322404371584696,1,1.2290748898678414,70.0,4.248495242049359,0.07495621388516886
Brooklyn,Fort Greene,-0.40911891558850944,-0.36282051282025396,Private room,95,0.0,6.0,0.30601092896174864,1,0.3832599118942731,95.0,4.553876891600541,0.09790098518401456
Manhattan,Chelsea,0.2505647976996934,-0.9888888888887033,Private room,150,0.0,7.043478260869565,0.5081967213114753,1,1.1013215859030836,150.0,5.0106352940962555,0.06097093815909845
Brooklyn,Williamsburg,-0.15800643527081654,-0.11602564102541231,Private room,145,0.0,2.4347826086956523,-0.09836065573770487,4,0.8502202643171806,145.0,4.976733742420574,0.07953545121516682
Manhattan,Harlem,1.4523173820770778,0.09252136752157547,Entire home/apt,110,7.0,2.130434782608696,-0.1256830601092896,1,0.7224669603524229,110.0,4.700480365792417,0.04110065814557974
Manhattan,Lower East Side,-0.0625727390977099,-0.7100427350424298,Entire home/apt,285,0.5,2.8260869565217392,-0.05464480874316938,1,1.2466960352422907,285.0,5.652489180268651,0.07581202081464261
Brooklyn,Flatbush,-0.9457109604984744,-0.1611111111109171,Entire home/apt,130,0.75,0.4782608695652174,-0.31147540983606553,1,-0.030837004405286344,130.0,4.867534450455582,0.13692669936867782
Manhattan,Lower East Side,-0.15992332443357152,-0.6891025641022945,Private room,94,6.75,3.869565217391304,0.06557377049180327,1,0.6299559471365639,94.0,4.543294782270004,0.08236638634783337
Brooklyn,Brooklyn Heights,-0.3539398918327711,-0.7903846153842972,Entire home/apt,800,-0.5,0.8695652173913043,-0.2622950819672131,1,-0.16740088105726872,799.0,6.683360945766275,0.09728672725506064
Brooklyn,Williamsburg,-0.06503731087836709,-0.03824786324785384,Entire home/apt,105,0.0,2.4347826086956523,-0.10382513661202182,1,1.0,105.0,4.653960350157523,0.07311614937891388
Manhattan,East Village,0.0035599370164615877,-0.6134615384612553,Private room,60,0.0,8.217391304347826,0.5519125683060109,1,-0.08370044052863436,60.0,4.0943445622221,0.0699167619387516
Manhattan,East Village,0.0827000753063454,-0.5316239316237941,Private room,50,-0.5,-0.13043478260869565,-0.36612021857923494,1,-0.19823788546255505,50.0,3.912023005428146,0.06338420386815675
Brooklyn,Williamsburg,-0.15773259396186542,-0.13867521367518804,Private room,85,0.0,7.3478260869565215,0.44808743169398907,4,1.0704845814977975,85.0,4.442651256490317,0.07945214912134362
Brooklyn,Bushwick,-0.3116314095982209,0.3715811965812884,Private room,65,0.25,0.8260869565217391,-0.24043715846994532,1,1.198237885462555,65.0,4.174387269895637,0.09483852803581577
Brooklyn,Prospect Heights,-0.5579516670090263,-0.36153846153840313,Entire home/apt,131,0.25,7.0,1.4644808743169397,1,0.7136563876651982,131.0,4.875197323201151,0.10874745514263855
Brooklyn,Clinton Hill,-0.5030464845622391,-0.2202991452989062,Private room,98,1.0,0.4782608695652174,-0.28415300546448086,6,0.6167400881057269,98.0,4.584967478670572,0.10456076510814111
Brooklyn,Prospect Heights,-0.5850619565962554,-0.34038461538452486,Entire home/apt,250,1.0,0.6956521739130435,-0.22950819672131145,1,0.4977973568281938,250.0,5.521460917862246,0.11067317154577642
Brooklyn,Williamsburg,-0.18128294653253563,-0.04401709401709337,Entire home/apt,100,0.5,7.086956521739131,0.4644808743169399,1,-0.19823788546255505,100.0,4.605170185988092,0.08152021896437676
Brooklyn,Bushwick,-0.30327924967487185,0.6324786324786144,Entire home/apt,105,0.0,4.913043478260869,0.18032786885245905,2,-0.15859030837004406,105.0,4.653960350157523,0.09858750935082725
Manhattan,Upper West Side,1.020880399808324,-0.12991452991445723,Entire home/apt,140,0.0,3.3043478260869565,-0.005464480874316944,1,0.6740088105726872,140.0,4.941642422609304,0.008177071602959806
Manhattan,Harlem,1.4369822687752325,0.17905982905986476,Private room,89,-0.5,-0.17391304347826086,-0.3333333333333333,1,1.4096916299559472,89.0,4.48863636973214,0.04175002994010301
Manhattan,Chelsea,0.23276511261719088,-1.0047008547005245,Private room,98,6.75,1.0869565217391304,-0.24590163934426226,2,1.4052863436123348,98.0,4.584967478670572,0.06245869435074822
Brooklyn,Bedford-Stuyvesant,-0.5333059492024544,0.68632478632485,Entire home/apt,125,1.0,5.826086956521739,0.2786885245901639,2,1.171806167400881,125.0,4.8283137373023015,0.1150401747216989
Manhattan,Harlem,1.3652358458273202,0.09188034188034643,Private room,60,0.0,0.2608695652173913,0.0819672131147541,3,0.7665198237885462,60.0,4.0943445622221,0.03524588202896191
Brooklyn,Carroll Gardens,-0.5943725611008847,-0.9797008547007902,Entire home/apt,175,-0.25,9.91304347826087,0.7486338797814207,3,1.3083700440528634,175.0,5.1647859739235145,0.11664875695866062
Manhattan,Washington Heights,1.590881084411588,0.27521367521385687,Private room,65,-0.25,2.739130434782609,-0.06557377049180327,1,1.1762114537444934,65.0,4.174387269895637,0.05381584339206986
Manhattan,West Village,0.10789347573081948,-1.0149572649571528,Entire home/apt,500,0.25,1.7826086956521738,-0.09289617486338794,2,0.8722466960352423,500.0,6.214608098422191,0.0703299914687928
Brooklyn,Williamsburg,-0.13363455877319577,0.2974358974358429,Private room,101,0.0,14.347826086956522,1.256830601092896,1,0.4713656387665198,101.0,4.61512051684126,0.0813959046881292
Brooklyn,Park Slope,-0.7348531525981498,-0.5427350427347871,Entire home/apt,220,6.75,3.608695652173913,0.038251366120218615,1,-0.15859030837004406,220.0,5.393627546352362,0.12237490020425103
Brooklyn,Bedford-Stuyvesant,-0.5387827753817683,0.6820512820512042,Entire home/apt,125,21.75,6.826086956521739,0.40437158469945356,2,0.4052863436123348,125.0,4.8283137373023015,0.11533744318303475
Brooklyn,Williamsburg,-0.11624563565416854,0.1549145299144952,Entire home/apt,80,6.75,1.0434782608695652,-0.17486338797814205,1,0.7797356828193832,80.0,4.382026634673881,0.07839501068307525
Manhattan,Harlem,1.1791606763879943,0.24529914529924782,Private room,100,-0.25,7.173913043478261,0.4863387978142077,1,1.3259911894273129,100.0,4.605170185988092,0.028762581594836713
Brooklyn,Gowanus,-0.5683576367495573,-0.7307692307691257,Entire home/apt,200,6.75,0.6086956521739131,-0.28415300546448086,1,0.7180616740088106,200.0,5.298317366548036,0.11182499273418457
Manhattan,Hell's Kitchen,0.4407475867734803,-0.7952991452988682,Private room,59,-0.25,14.304347826086957,1.2459016393442623,2,1.0308370044052864,59.0,4.07753744390572,0.04441032537597451
Brooklyn,Clinton Hill,-0.49428356267551204,-0.2143162393162273,Private room,125,-0.25,0.6086956521739131,-0.28415300546448086,6,0.9030837004405287,125.0,4.8283137373023015,0.10392222476448648
Manhattan,East Village,0.07831861436293323,-0.5604700854699917,Entire home/apt,140,1.0,0.30434782608695654,-0.3224043715846994,1,0.5242290748898678,140.0,4.941642422609304,0.06401000234338697
Brooklyn,South Slope,-0.7469021701924846,-0.7143162393160755,Entire home/apt,120,6.75,20.08695652173913,1.9125683060109289,2,0.6475770925110133,120.0,4.787491742782046,0.12446130041101611
Manhattan,East Village,0.03176559183949505,-0.5529914529914154,Entire home/apt,350,-0.25,0.08695652173913043,-0.360655737704918,4,1.1145374449339207,350.0,5.857933154483459,0.06723376309563801
Manhattan,Kips Bay,0.2719244197986575,-0.5213675213674694,Entire home/apt,199,0.5,1.434782608695652,-0.18579234972677594,1,0.947136563876652,199.0,5.293304824724492,0.049875622301888356
Brooklyn,Williamsburg,-0.05011295953999705,-0.03824786324785384,Entire home/apt,325,0.0,13.869565217391305,1.2513661202185793,1,0.27312775330396477,325.0,5.783825182329737,0.07203441399775501
Manhattan,Upper West Side,0.7551174094612122,-0.44188034188027053,Entire home/apt,235,0.75,0.9565217391304348,-0.24590163934426226,1,0.6784140969162996,235.0,5.459585514144159,0.016122338540056604
Manhattan,East Village,0.03381940165667695,-0.5119658119658133,Entire home/apt,225,-0.5,4.782608695652174,0.18032786885245905,4,1.118942731277533,225.0,5.41610040220442,0.06667971955550392
Brooklyn,South Slope,-0.749914424591044,-0.6485042735041785,Private room,99,-0.25,15.173913043478262,1.3551912568306013,3,-0.11013215859030837,99.0,4.59511985013459,0.12415328308184594
Manhattan,Harlem,1.4302731567056872,0.13888888888893106,Entire home/apt,170,-0.25,8.26086956521739,0.715846994535519,1,1.2026431718061674,170.0,5.135798437050262,0.04048053482847768
Brooklyn,South Slope,-0.7953720818785804,-0.5034188034185219,Entire home/apt,400,-0.25,0.4782608695652174,-0.2622950819672131,2,0.7533039647577092,400.0,5.991464547107982,0.12656401779336568
Manhattan,Upper West Side,0.7577189018962963,-0.4245726495725519,Entire home/apt,170,1.0,0.34782608695652173,-0.32786885245901637,1,0.788546255506608,170.0,5.135798437050262,0.015480826851310154
Manhattan,East Village,-0.008626001232300156,-0.6320512820511283,Entire home/apt,100,0.25,0.8695652173913043,-0.26775956284153,1,-0.19823788546255505,100.0,4.605170185988092,0.0710033759760764
Brooklyn,Prospect-Lefferts Gardens,-0.9194221948381959,-0.10341880341882548,Private room,75,-0.25,0.17391304347826086,-0.34972677595628415,1,1.2290748898678414,75.0,4.31748811353631,0.13509758621085938
Brooklyn,Williamsburg,-0.05271445197508115,-0.1920940170939376,Private room,90,-0.5,0.17391304347826086,-0.34972677595628415,1,0.8810572687224669,90.0,4.499809670330265,0.07169063606915206
Manhattan,Upper East Side,0.7519682344081285,0.1596153846153233,Entire home/apt,150,0.5,0.6956521739130435,-0.2896174863387978,1,0.6343612334801763,150.0,5.0106352940962555,0.022291756323797547
Manhattan,Washington Heights,1.8581502019579794,0.5215811965812125,Private room,85,3.0,1.3478260869565217,-0.21311475409836061,1,1.1541850220264318,85.0,4.442651256490317,0.07643602880840442
Brooklyn,Bedford-Stuyvesant,-0.5443965222154118,0.02115384615387827,Private room,70,0.0,2.5217391304347827,-0.07650273224043716,2,1.1674008810572687,70.0,4.248495242049359,0.10821435394622791
Manhattan,Harlem,1.2747312932156252,0.1442307692309882,Entire home/apt,120,0.0,6.521739130434782,0.3825136612021858,3,0.7400881057268722,120.0,4.787491742782046,0.030723443817386488
Brooklyn,Clinton Hill,-0.5331690285480275,-0.16709401709389965,Private room,89,0.0,11.08695652173913,0.8907103825136612,1,1.026431718061674,89.0,4.48863636973214,0.1067991090786821
Manhattan,East Village,0.011501334976335351,-0.7636752136749223,Entire home/apt,185,0.5,2.9565217391304346,-0.032786885245901606,1,0.7224669603524229,185.0,5.220355825078324,0.07150399499328813
Brooklyn,Greenpoint,0.1623878962141314,0.11517094017104755,Private room,50,0.0,8.173913043478262,0.6229508196721312,1,-0.19823788546255505,50.0,3.912023005428146,0.058229988837365396
Manhattan,Lower East Side,-0.13240227288286716,-0.7023504273504141,Entire home/apt,105,0.0,1.173913043478261,-0.2349726775956284,1,-0.1277533039647577,105.0,4.653960350157523,0.08059631319111442
Manhattan,Hell's Kitchen,0.6087492298212552,-0.6047008547008281,Private room,130,-0.25,1.9565217391304348,-0.14754098360655735,3,0.8325991189427313,130.0,4.867534450455582,0.029242053621464818
Manhattan,West Village,0.15526802218111097,-1.0115384615381755,Entire home/apt,115,6.5,0.9130434782608695,-0.2568306010928961,1,-0.14537444933920704,115.0,4.74493212836325,0.06731825383950651
Brooklyn,Flatlands,-1.2487163688642977,0.4959401709402491,Private room,77,-0.25,-0.13043478260869565,-0.3825136612021858,1,0.5859030837004405,77.0,4.343805421853684,0.16259743786418981
Brooklyn,Clinton Hill,-0.48990210173209986,-0.16474358974333378,Private room,76,-0.25,18.304347826086957,1.7322404371584699,3,1.013215859030837,76.0,4.330733340286331,0.10364342719150128
Brooklyn,Bedford-Stuyvesant,-0.5493256657767261,0.40747863247857635,Entire home/apt,125,0.0,9.652173913043478,0.7486338797814207,2,0.5198237885462555,125.0,4.8283137373023015,0.1119727288226876
Brooklyn,Clinton Hill,-0.5035941671801413,-0.2555555555555724,Private room,135,0.25,3.4347826086956523,0.027322404371584723,3,1.4096916299559472,135.0,4.90527477843843,0.10460746866261306
Brooklyn,Greenpoint,0.15074964058327187,0.04722222222232766,Entire home/apt,250,6.5,-0.08695652173913043,-0.3770491803278688,1,-0.048458149779735685,250.0,5.521460917862246,0.05826064280455287
Brooklyn,Williamsburg,-0.102279728897176,0.15683760683757506,Entire home/apt,199,0.0,0.21739130434782608,-0.33879781420765026,1,1.0352422907488987,199.0,5.293304824724492,0.07742342410407815
Brooklyn,Cobble Hill,-0.5118094064490635,-0.7722222222219102,Entire home/apt,140,-0.25,-0.043478260869565216,-0.3715846994535519,1,-0.19823788546255505,140.0,4.941642422609304,0.10822996304166764
Queens,Flushing,0.23550352570679917,2.6497863247860294,Private room,140,-0.25,-0.17391304347826086,-0.3879781420765027,1,-0.19383259911894274,140.0,4.941642422609304,0.14391616587443118
Brooklyn,Bedford-Stuyvesant,-0.5513794755939081,0.43696581196600304,Entire home/apt,115,0.0,5.173913043478261,0.5464480874316939,2,0.5506607929515418,115.0,4.74493212836325,0.11249174947523649
